path,name,title,description,depicted_place,notes
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\168 Long Lane Area - Crosby Rd Site (2).JPG,168 Long Lane Area - Crosby Rd Site (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\202 Oxley St NB Wade HOUSE (1).JPG,202 Oxley St NB Wade HOUSE (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\202 Oxley St NB Wade HOUSE (2).JPG,202 Oxley St NB Wade HOUSE (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\202 Oxley St NB Wade HOUSE (3).JPG,202 Oxley St NB Wade HOUSE (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\205 Windsor Terrace Block 7 (1).JPG,205 Windsor Terrace Block 7 (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\205 Windsor Terrace Block 7 (2).JPG,205 Windsor Terrace Block 7 (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\205 Windsor Terrace Block 7 (3).JPG,205 Windsor Terrace Block 7 (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\212 Farrance Estate Block 1 (1).JPG,212 Farrance Estate Block 1 (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\212 Farrance Estate Block 1 (2).JPG,212 Farrance Estate Block 1 (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\218 Juniper St [post demol of 8 storey].JPG,218 Juniper St [post demol of 8 storey].JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\22 Bacchus Walk (1).JPG,22 Bacchus Walk (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\22 Bacchus Walk (2).JPG,22 Bacchus Walk (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\22 Bacchus Walk (3).JPG,22 Bacchus Walk (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\22 Salmon Buildings (1).JPG,22 Salmon Buildings (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\22 Salmon Buildings (2).JPG,22 Salmon Buildings (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\247 Evelyn St No 1 Ext.JPG,247 Evelyn St No 1 Ext.JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\252 Staples Rents 2nd Stage (1).JPG,252 Staples Rents 2nd Stage (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\252 Staples Rents 2nd Stage (2).JPG,252 Staples Rents 2nd Stage (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\253 Evelyn St No 3 Ext (1).JPG,253 Evelyn St No 3 Ext (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\253 Evelyn St No 3 Ext (2).JPG,253 Evelyn St No 3 Ext (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\253 Evelyn St No 3 Ext (3).JPG,253 Evelyn St No 3 Ext (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\51 Buckland St.JPG,51 Buckland St.JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\62 Charles St Block 8 (1).JPG,62 Charles St Block 8 (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\62 Charles St Block 8 (2).JPG,62 Charles St Block 8 (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\62 Charles St Block 8 (3).JPG,62 Charles St Block 8 (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\77 Cranham Road-Parfitt Rd Phase II (1).JPG,77 Cranham Road-Parfitt Rd Phase II (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\77 Cranham Road-Parfitt Rd Phase II (2).JPG,77 Cranham Road-Parfitt Rd Phase II (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\77 Cranham Road-Parfitt Rd Phase II AND 78 C Rd P Rd Stage III (1).JPG,77 Cranham Road-Parfitt Rd Phase II AND 78 C Rd P Rd Stage III (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\77 Cranham Road-Parfitt Rd Phase II AND 78 C Rd P Rd Stage III (2).JPG,77 Cranham Road-Parfitt Rd Phase II AND 78 C Rd P Rd Stage III (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\78 Cranham Rd and P Rd Stage III.JPG,78 Cranham Rd and P Rd Stage III.JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\96 Haberdasher St (1).JPG,96 Haberdasher St (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\96 Haberdasher St (2).JPG,96 Haberdasher St (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\96 Haberdasher St (3).JPG,96 Haberdasher St (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\96 Haberdasher St (4).JPG,96 Haberdasher St (4).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (1).JPG,[Abbeyfield Rd] (1).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (10).JPG,[Abbeyfield Rd] (10).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (11).JPG,[Abbeyfield Rd] (11).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (12).JPG,[Abbeyfield Rd] (12).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (13).JPG,[Abbeyfield Rd] (13).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (2).JPG,[Abbeyfield Rd] (2).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (3).JPG,[Abbeyfield Rd] (3).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (4).JPG,[Abbeyfield Rd] (4).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\London Jul 2018\[Abbeyfield Rd] (5).JPG,[Abbeyfield Rd] (5).JPG,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
